Account;Actions__c;AgentWork;AgentWorkSkill;AsyncFrontIssue__c;BonCommande__c;CS24__Claim_Interaction_Answer__c;CS24__Claim_Interaction_Request__c;CS24__Geocase__c;CS24__Interaction_Answer__c;CS24__Interaction_Request__c;CS24__Track_API__c;CS24__Vault_Attachment__c;Calendar;Case;CaseMilestone;CaseTeamMember;ClosEtab__c;Code_secteur__c;Compte_Demat_Docusign__c;Contact;ContactValideur__c;Courrier__c;CustomReport__c;Custom_Territory_Rule_Item__c;DMT_BI_SC__c;Demande_IT__c;Demande_Support__c;Dmde_Remb__c;ElemFactu__c;EmailMessage;EntreeCresa__c;Event;Flux_SFAToRocbis__c;GRC_Adresses_enlevement__c;GRC_Demande_Info__c;GRC_Doc__c;GRC_ESD__c;GRC_Enquete__c;GRC_Evenement_Factu__c;GRC_LT__c;GRC_Multi_LT__c;GRC_Referentiel_Adresse__c;GRC_Remboursement__c;GRC_Reponse__c;Indicateur_Contrat__c;Injection_Siret__c;InteractionClient__c;Interaction_Client_partenaire__c;Lead;LiveAgentSession;LiveChatVisitor;MAJ_Tiers__c;MacroUsage;MappingFilesAttachment__c;MatriceRetardRemb__c;MessageICP__c;Message__c;NonConformite__c;Note;NumCtrtColizen__c;NumCtrt__c;ObjetCresa__c;OdigoCti__AgentStatistic__c;OdigoCti__GateStatistic__c;OdigoCti__Session__c;Opportunity;OptionContrat__c;PartnersExchange__c;PartnersMessage__c;PendingServiceRouting;PrestationExclue__c;Pricing_Condition__c;Pricing_Grille__c;Pricing_Ligne_grille__c;Pricing_Relation_Grille_Tags__c;ProcessInstanceNode;Produit_Demande_IT__c;QuickTextUsage;RIB__c;Referentiel_NAF__c;Risques_et_Pertes__c;SFA2_Calc_Periode_Neg__c;SFA2_Combi_Offre_Neg__c;SFA2_Compte_Web__c;SFA2_Compte__c;SFA2_Condition_Neg__c;SFA2_Conditions__c;SFA2_Contrat_Non_Eligible__c;SFA2_Contrat__c;SFA2_Detail__c;SFA2_Forfait__c;SFA2_Grille_Ref__c;SFA2_Liaison_Etendue__c;SFA2_Liaison_Neg__c;SFA2_Ligne_Grille_Abonnement_Negociee__c;SFA2_Ligne_Grille_Neg__c;SFA2_Ligne_Grille_Ref__c;SFA2_PerimetreContratCadre__c;SFA2_Pivot_Tag_Grille__c;SFA2_Pivot_Tag_Offre__c;SFA2_Ref_Agence__c;SFA2_Site__c;SFA2_SousCpte_Analytic__c;SFA2_Sous_condition_Neg__c;ServiceResourceSkill;Signea__Circuit__c;Signea__Document__c;Signea__Documentary_Evidence__c;Signea__FieldActor__c;Signea__LogsCircuit__c;Signea__Signer__c;Signea__Step__c;SkillRequirement;SocialPersona;SocialPost;Suivi_Usage__c;TABLE_CONTRAT_HAUSSE__c;TABLE_OFFRE_TRANSPORT_HAUSSE__c;Task;Urgence__c;UserAppInfo;UserServicePresence;dqeone__DQE_Dedup_Save__c;dqeone__DQE_Save_Relation__c;webm__Webmerge_Document__c
6371;0;8092;0;4;6;51;67;1070;798;1035;0;555;1;26933;76064;0;0;0;14;6423;2;0;87;0;0;21;31;78;185;5260;0;1920;0;5;0;0;223;7600;2559;18517;25501;0;1721;4676;0;5985;4548;589;64;26;0;0;985;6144;0;2389;17170;2476;1;1;27;0;0;0;0;109;1728;0;0;1;0;0;0;0;0;440;52;155;113;0;2;40;566;199;106;1779;0;1;54;1798;60;0;0;0;60;12182;0;2;0;0;0;44;283;10;303;43;81;86;40;0;86;86;0;0;2;0;0;0;24138;101;1;553;0;0;0
